#Model: 0.219183863331 0.601031497123 -0.767542290670 5.212951406400 2.139010599314 -0.141230884070 -0.215809966418 1.561356903983 -6.135311066029 -5.183160581110 -0.788942095130 8.600539650829 -1.813106464693 0.767409693706 1.772226662045 0.065893676221 -1.914458488523 4.132796292330 -0.920527434035 -0.302161452647 4.960668766481 0.985736962842 2.526451295266 -2.047222742839 4.516695663532 0.033624851517 1.000000000000 2.232131446368 0.138994601898 0.107465061797 0.270386705507 -0.203837747032 0.054232302902 -1.085741666407 0.721040181129 0.454059502051 0.070000000000 0.069734024178 0.005316160864 -0.029266369672 0.311235807926 9.505203556705 -0.006990274105 0.368459641153 0.629028303723 0.421511593441 0 369.052935209963
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
uvlf a 7.500000 8.500000 18 21 -20.750000 -20.250000 65 75 0.000000 0.000000 -4.211000e+00 0.478105 0.482104 -4.282495e+00 7.843904e-02 7.998519e-02 1.149443e-02 6.333546e-02 1.135781e-02
uvlf a 7.500000 8.500000 18 21 -20.250000 -19.750000 75 85 0.000000 0.000000 -3.959000e+00 0.478105 0.484103 -3.906253e+00 8.557578e-02 8.454294e-02 4.637263e-03 5.762650e-02 4.616676e-03
uvlf a 7.500000 8.500000 18 21 -19.750000 -19.250000 85 95 0.000000 0.000000 -3.664000e+00 0.532094 0.593084 -3.591779e+00 1.055695e-01 9.844023e-02 8.755121e-03 7.392003e-02 8.648316e-03
uvlf a 7.500000 8.500000 18 21 -19.250000 -18.750000 95 105 0.000000 0.000000 -3.217000e+00 0.503099 0.523096 -3.315481e+00 1.237143e-01 1.154630e-01 2.327432e-02 1.177521e-01 2.291590e-02
uvlf a 7.500000 8.500000 18 21 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.821000e+00 0.518097 0.557090 -3.057807e+00 1.481191e-01 1.257155e-01 1.583995e-01 2.304182e-01 1.405207e-01
uvlf a 6.500000 7.500000 21 26 -22.250000 -21.750000 35 45 0.000000 0.000000 -5.336000e+00 0.560089 0.609082 -5.504735e+00 1.615933e-01 1.663310e-01 6.359582e-02 2.151453e-01 6.034590e-02
uvlf a 6.500000 7.500000 21 26 -21.750000 -21.250000 45 55 0.000000 0.000000 -4.728000e+00 0.490102 0.502100 -4.848954e+00 8.972091e-02 8.123902e-02 4.121937e-02 9.250255e-02 3.852758e-02
uvlf a 6.500000 7.500000 21 26 -21.250000 -20.750000 55 65 0.000000 0.000000 -4.161000e+00 0.471106 0.473106 -4.371721e+00 6.234762e-02 5.647405e-02 1.629216e-01 1.106314e-01 8.906760e-02
uvlf a 6.500000 7.500000 21 26 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.886000e+00 0.468107 0.468107 -3.965857e+00 5.505579e-02 5.894587e-02 1.635110e-02 4.806100e-02 1.586507e-02
uvlf a 6.500000 7.500000 21 26 -20.250000 -19.750000 75 85 0.000000 0.000000 -3.562000e+00 0.466107 0.466107 -3.629897e+00 5.883732e-02 6.194770e-02 1.055965e-02 4.497812e-02 1.052138e-02
uvlf a 6.500000 7.500000 21 26 -19.750000 -19.250000 85 95 0.000000 0.000000 -3.415000e+00 0.467107 0.468107 -3.349392e+00 7.317292e-02 6.957392e-02 9.514955e-03 5.504548e-02 9.514955e-03
uvlf a 6.500000 7.500000 21 26 -19.250000 -18.750000 95 105 0.000000 0.000000 -3.244000e+00 0.484103 0.492102 -3.098530e+00 9.361813e-02 7.672300e-02 6.636612e-02 1.366235e-01 5.637440e-02
uvlf a 6.500000 7.500000 21 26 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.590000e+00 0.479104 0.484103 -2.868484e+00 1.157681e-01 8.422738e-02 2.864797e-01 2.162076e-01 1.989306e-01
uvlf a 6.500000 7.500000 21 26 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.511000e+00 0.480104 0.485103 -2.649600e+00 1.406901e-01 9.053103e-02 6.024289e-02 1.267096e-01 5.885568e-02
ssfr a 0.000000 0.500000 132 177 9.500000 10.000000 50 60 0.000000 0.000000 -9.658834e+00 0.280179 0.280179 -9.532986e+00 3.091667e-02 1.741006e-02 1.427248e-01 9.555166e-02 4.308976e-02
ssfr a 0.000000 0.500000 132 177 10.000000 10.500000 60 70 0.000000 0.000000 -9.998657e+00 0.280179 0.280179 -9.769081e+00 3.218218e-02 2.516950e-02 5.595164e-01 1.850307e-01 1.263227e-01
ssfr a 0.000000 0.500000 132 177 10.500000 11.000000 70 80 0.000000 0.000000 -1.041282e+01 0.280179 0.280179 -1.010868e+01 4.224220e-02 3.895588e-02 1.028461e+00 3.285299e-01 2.626764e-01
ssfr a 2.000000 2.500000 56 66 9.200000 9.400000 44 48 0.000000 0.000000 -8.520000e+00 0.280179 0.280179 -8.586729e+00 3.360567e-02 4.137113e-02 2.781655e-02 7.105775e-02 2.562264e-02
ssfr a 2.000000 2.500000 56 66 9.600000 9.800000 52 56 0.000000 0.000000 -8.650000e+00 0.280179 0.280179 -8.532816e+00 3.479998e-02 3.273247e-02 1.203143e-01 1.015926e-01 6.739758e-02
ssfr a 2.000000 2.500000 56 66 9.800000 10.000000 56 60 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.512251e+00 3.655001e-02 3.187644e-02 5.847010e-02 8.010630e-02 4.207739e-02
ssfr a 2.000000 2.500000 56 66 10.000000 10.200000 60 64 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.508127e+00 4.377647e-02 2.948294e-02 6.580482e-02 1.045738e-01 4.291453e-02
ssfr a 2.000000 2.500000 56 66 10.200000 10.400000 64 68 0.000000 0.000000 -8.650000e+00 0.280179 0.280179 -8.531068e+00 3.993437e-02 2.475179e-02 1.246830e-01 1.209727e-01 5.458416e-02
ssfr a 2.000000 2.500000 56 66 10.400000 10.600000 68 72 0.000000 0.000000 -8.600000e+00 0.280179 0.280179 -8.587438e+00 3.808795e-02 2.340963e-02 0.000000e+00 1.428182e-02 0.000000e+00
ssfr a 2.000000 2.500000 56 66 10.600000 10.800000 72 76 0.000000 0.000000 -8.740000e+00 0.280179 0.280179 -8.674908e+00 3.777491e-02 2.342377e-02 2.590180e-02 6.157502e-02 1.992074e-02
ssfr a 2.000000 2.500000 56 66 10.800000 11.000000 76 80 0.000000 0.000000 -8.850000e+00 0.280179 0.280179 -8.782710e+00 3.779132e-02 2.580532e-02 2.848845e-02 6.372594e-02 2.260831e-02
ssfr a 2.000000 2.500000 56 66 11.000000 11.200000 80 84 0.000000 0.000000 -8.880000e+00 0.280179 0.280179 -8.898062e+00 3.647066e-02 2.991499e-02 0.000000e+00 1.406313e-02 0.000000e+00
ssfr a 2.000000 2.500000 56 66 11.200000 11.400000 84 88 0.000000 0.000000 -8.980000e+00 0.280179 0.280179 -9.010274e+00 3.573199e-02 3.758226e-02 1.344527e-03 2.944640e-02 1.344527e-03
ssfr a 2.000000 2.500000 56 66 11.400000 11.600000 88 92 0.000000 0.000000 -8.970000e+00 0.280179 0.280179 -9.111787e+00 3.948704e-02 4.673312e-02 1.889427e-01 1.728271e-01 1.026594e-01
csfr a 2.900000 3.300000 46 51 10.000000 10.000000 60 60 0.000000 0.000000 -1.047233e+00 0.270185 0.270185 -1.238903e+00 2.613711e-02 2.032967e-02 4.037081e-01 1.012780e-01 1.135724e-01
csfr a 3.450000 4.050000 39 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.269233e+00 0.270185 0.270185 -1.464182e+00 1.154497e-02 3.409464e-02 4.192787e-01 1.793442e-01 5.351082e-02
csfr a 4.500000 5.000000 33 36 10.000000 10.000000 60 60 0.000000 0.000000 -1.728233e+00 0.270185 0.270185 -1.691988e+00 2.551584e-02 4.751429e-02 3.614945e-03 2.147352e-02 3.614945e-03
irx a 4.500000 5.500000 30 36 -22.500000 -21.500000 30 50 0.000000 0.000000 4.180486e-01 0.257456 0.309948 7.846361e-01 2.679990e-02 1.787404e-01 1.812252e+00 2.911007e-01 1.413325e+00
irx a 4.500000 5.500000 30 36 -21.500000 -20.500000 50 70 0.000000 0.000000 2.726987e-01 0.278259 0.362651 3.601587e-01 4.335070e-02 1.461708e-01 4.859635e-02 9.442353e-02 4.834670e-02
irx a 4.500000 5.500000 30 36 -20.500000 -19.500000 70 90 0.000000 0.000000 -1.224217e-01 0.373091 0.848554 -2.194272e-02 7.535286e-02 1.185133e-01 2.731187e-02 8.900119e-02 2.652284e-02
irx a 4.500000 5.500000 30 36 -19.500000 -18.500000 90 110 0.000000 0.000000 -4.644455e-01 0.517174 9.535560 -3.496166e-01 1.071786e-01 1.114288e-01 1.119967e-02 5.257542e-02 1.049941e-02
irx a 4.500000 5.500000 30 36 -18.500000 -17.500000 110 130 0.000000 0.000000 -2.543973e+00 2.314422 7.456033 -6.428884e-01 1.430368e-01 1.202246e-01 5.474044e-01 1.256783e-01 9.074573e-02
csfr a 0.200000 0.400000 139 155 10.000000 10.000000 60 60 0.000000 0.000000 -1.674233e+00 0.130384 0.130384 -1.614460e+00 2.611420e-02 1.710542e-02 9.304983e-02 1.623061e-01 6.282667e-02
csfr a 0.400000 0.600000 123 139 10.000000 10.000000 60 60 0.000000 0.000000 -1.558233e+00 0.130384 0.130384 -1.436753e+00 3.441076e-02 8.012702e-03 6.057672e-01 4.804739e-01 9.188488e-02
csfr a 0.600000 0.800000 110 123 10.000000 10.000000 60 60 0.000000 0.000000 -1.302233e+00 0.130384 0.130384 -1.277958e+00 3.037580e-02 7.579855e-03 1.074766e-03 6.955116e-02 1.074766e-03
csfr a 0.800000 1.000000 99 110 10.000000 10.000000 60 60 0.000000 0.000000 -1.251233e+00 0.170294 0.170294 -1.141982e+00 2.074341e-02 1.502666e-02 2.746762e-01 1.425172e-01 8.470575e-02
csfr a 1.000000 1.200000 90 99 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.170294 0.170294 -1.031704e+00 1.167740e-02 2.256712e-02 5.663961e-02 3.734117e-02 4.551525e-02
csfr a 1.200000 1.400000 82 90 10.000000 10.000000 60 60 0.000000 0.000000 -1.016233e+00 0.170294 0.170294 -9.517619e-01 8.412394e-03 2.971121e-02 6.819476e-02 2.824067e-02 6.068289e-02
csfr a 1.400000 1.600000 76 82 10.000000 10.000000 60 60 0.000000 0.000000 -8.252326e-01 0.170294 0.170294 -9.055041e-01 8.278486e-03 3.514246e-02 1.252639e-01 1.886610e-01 3.204760e-02
csfr a 1.600000 1.800000 71 76 10.000000 10.000000 60 60 0.000000 0.000000 -8.822326e-01 0.190263 0.190263 -8.884684e-01 1.252940e-02 3.617935e-02 0.000000e+00 1.387949e-02 0.000000e+00
csfr a 1.800000 2.000000 66 71 10.000000 10.000000 60 60 0.000000 0.000000 -9.192326e-01 0.190263 0.190263 -8.942833e-01 1.813580e-02 3.733066e-02 6.766670e-04 1.671720e-02 6.766670e-04
csfr a 2.000000 2.500000 56 66 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.190263 0.190263 -9.660054e-01 2.878057e-02 3.199804e-02 3.117189e-01 1.917923e-01 1.595097e-01
csfr a 2.500000 3.000000 49 56 10.000000 10.000000 60 60 0.000000 0.000000 -1.092233e+00 0.190263 0.190263 -1.129295e+00 3.152663e-02 2.408265e-02 8.042078e-03 3.872338e-02 8.042078e-03
csfr a 3.000000 3.500000 44 49 10.000000 10.000000 60 60 0.000000 0.000000 -1.345233e+00 0.270185 0.270185 -1.300294e+00 2.230741e-02 2.215672e-02 8.519610e-03 2.205822e-02 8.413602e-03
csfr a 3.500000 5.000000 33 44 10.000000 10.000000 60 60 0.000000 0.000000 -1.844233e+00 0.270185 0.270185 -1.562054e+00 1.186415e-02 3.953039e-02 9.416092e-01 8.714796e-02 2.625393e-01
ssfr a 1.500000 2.000000 66 79 9.500000 10.000000 50 60 0.000000 0.000000 -8.550869e+00 0.280179 0.280179 -8.589927e+00 1.925670e-02 4.384453e-02 4.626501e-03 4.577654e-02 4.478492e-03
ssfr a 1.500000 2.000000 66 79 10.000000 10.500000 60 70 0.000000 0.000000 -8.657064e+00 0.280179 0.280179 -8.624871e+00 2.022117e-02 3.257907e-02 1.893815e-03 1.250633e-02 1.893815e-03
ssfr a 1.500000 2.000000 66 79 10.500000 11.000000 70 80 0.000000 0.000000 -8.773878e+00 0.280179 0.280179 -8.856941e+00 1.697856e-02 3.239527e-02 5.066103e-02 6.541799e-02 2.360704e-02
ssfr a 1.500000 2.000000 66 79 11.000000 11.500000 80 90 0.000000 0.000000 -8.954409e+00 0.280179 0.280179 -9.176693e+00 2.932382e-02 3.727445e-02 5.212579e-01 2.098016e-01 1.401730e-01
qf_uvj a 2.500000 3.000000 49 56 11.650000 11.850000 93 97 0.000000 0.000000 1.670000e-01 0.246203 0.167299 2.000180e-01 5.437306e-02 3.536535e-02 4.165314e-03 9.680540e-02 4.165314e-03
qf_uvj a 2.500000 3.000000 49 56 11.450000 11.650000 89 93 0.000000 0.000000 6.200000e-02 0.080623 0.062801 1.972209e-01 4.173780e-02 3.356561e-02 2.042438e+00 1.747719e+00 1.016656e+00
qf_uvj a 2.500000 3.000000 49 56 11.250000 11.450000 85 89 0.000000 0.000000 1.770000e-01 0.088566 0.091548 1.874163e-01 3.111568e-02 3.240866e-02 0.000000e+00 9.066629e-02 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 11.100000 11.300000 82 86 0.000000 0.000000 1.700000e-01 0.086579 0.062801 1.743330e-01 2.548669e-02 3.172377e-02 0.000000e+00 7.054529e-02 0.000000e+00
qf_uvj a 2.500000 3.000000 49 56 10.900000 11.100000 78 82 0.000000 0.000000 2.350000e-01 0.071701 0.065765 1.490053e-01 2.105983e-02 3.231359e-02 1.007006e+00 1.227565e+00 5.526653e-01
qf_uvj a 2.500000 3.000000 49 56 10.700000 10.900000 74 78 0.000000 0.000000 2.330000e-01 0.076655 0.061814 1.167086e-01 1.774327e-02 3.026206e-02 2.426599e+00 1.764917e+00 8.118882e-01
smf a 1.500000 2.000000 66 79 8.900000 9.100000 38 42 0.000000 0.000000 -2.162233e+00 0.050990 0.060828 -2.093920e+00 1.974783e-02 1.386001e-02 8.894997e-01 8.921294e-01 4.579449e-01
smf a 1.500000 2.000000 66 79 9.150000 9.350000 43 47 0.000000 0.000000 -2.272233e+00 0.050990 0.060828 -2.235954e+00 1.611103e-02 1.450919e-02 9.073276e-02 2.880710e-01 8.970921e-02
smf a 1.500000 2.000000 66 79 9.400000 9.600000 48 52 0.000000 0.000000 -2.372233e+00 0.050990 0.060828 -2.377894e+00 1.476469e-02 1.459856e-02 0.000000e+00 7.068237e-03 0.000000e+00
smf a 1.500000 2.000000 66 79 9.650000 9.850000 53 57 0.000000 0.000000 -2.502233e+00 0.060828 0.060828 -2.511498e+00 1.379051e-02 1.532401e-02 0.000000e+00 7.082996e-03 0.000000e+00
smf a 1.500000 2.000000 66 79 9.900000 10.100000 58 62 0.000000 0.000000 -2.632233e+00 0.060828 0.070711 -2.626058e+00 9.872812e-03 2.112102e-02 0.000000e+00 1.263586e-03 0.000000e+00
smf a 1.500000 2.000000 66 79 10.150000 10.350000 63 67 0.000000 0.000000 -2.722233e+00 0.060828 0.070711 -2.717672e+00 5.505955e-03 2.592803e-02 0.000000e+00 6.325403e-03 0.000000e+00
smf a 1.500000 2.000000 66 79 10.400000 10.600000 68 72 0.000000 0.000000 -2.832233e+00 0.070711 0.080623 -2.804850e+00 8.727056e-03 2.519185e-02 9.726236e-03 3.730127e-02 9.726236e-03
smf a 1.500000 2.000000 66 79 10.650000 10.850000 73 77 0.000000 0.000000 -2.992233e+00 0.080623 0.090554 -2.940361e+00 1.869646e-02 2.455060e-02 1.458662e-01 2.310634e-01 1.384254e-01
smf a 1.500000 2.000000 66 79 10.900000 11.100000 78 82 0.000000 0.000000 -3.092233e+00 0.080623 0.100499 -3.201840e+00 2.337464e-02 2.757162e-02 8.142528e-01 5.452472e-01 3.454944e-01
smf a 1.500000 2.000000 66 79 11.150000 11.350000 83 87 0.000000 0.000000 -3.522233e+00 0.100499 0.130384 -3.663538e+00 2.978422e-02 2.323939e-02 8.814089e-01 3.476085e-01 3.483539e-01
smf a 1.500000 2.000000 66 79 11.400000 11.600000 88 92 0.000000 0.000000 -4.232233e+00 0.120416 0.150333 -4.387988e+00 8.219171e-02 3.831622e-02 8.332285e-01 5.075243e-01 6.860909e-01
ssfr a 0.700000 1.200000 90 116 9.250000 9.750000 45 55 0.000000 0.000000 -9.101700e+00 0.280179 0.280179 -8.916701e+00 5.155480e-03 3.385333e-02 3.468105e-01 2.201115e-02 1.277131e-01
ssfr a 0.700000 1.200000 90 116 9.750000 10.250000 55 65 0.000000 0.000000 -9.150015e+00 0.280179 0.280179 -8.988390e+00 2.057099e-02 2.361446e-02 2.555097e-01 7.961630e-02 7.810359e-02
ssfr a 0.700000 1.200000 90 116 10.250000 10.750000 65 75 0.000000 0.000000 -9.390055e+00 0.280179 0.280179 -9.262510e+00 2.827812e-02 2.140440e-02 1.473343e-01 8.766809e-02 5.281130e-02
ssfr a 0.700000 1.200000 90 116 10.750000 11.250000 75 85 0.000000 0.000000 -9.785649e+00 0.280179 0.280179 -9.676963e+00 5.630847e-02 1.411734e-02 1.001950e-01 1.676211e-01 2.935972e-02
ssfr a 2.500000 3.000000 49 56 11.100000 12.000000 82 100 0.000000 0.000000 -8.692937e+00 0.280179 0.280179 -8.881729e+00 5.573780e-02 5.529642e-03 3.629419e-01 2.416945e-02 2.001217e-01
qf a 0.650000 0.800000 110 120 10.400000 10.500000 68 70 0.000000 0.000000 4.176366e-01 0.050990 0.050990 4.024824e-01 9.260919e-03 1.167941e-02 0.000000e+00 1.796078e-02 0.000000e+00
qf a 0.650000 0.800000 110 120 10.500000 10.600000 70 72 0.000000 0.000000 4.043720e-01 0.054093 0.050990 4.459492e-01 9.810796e-03 1.055677e-02 1.649177e-01 1.802912e-01 1.213881e-01
qf a 0.650000 0.800000 110 120 10.600000 10.700000 72 74 0.000000 0.000000 4.755544e-01 0.050990 0.050990 4.921739e-01 9.960834e-03 1.091366e-02 0.000000e+00 1.665425e-02 0.000000e+00
qf a 0.650000 0.800000 110 120 10.700000 10.800000 74 76 0.000000 0.000000 4.998582e-01 0.050990 0.050990 5.403902e-01 1.245922e-02 1.204479e-02 1.621399e-01 2.564839e-01 1.344349e-01
qf a 0.650000 0.800000 110 120 10.800000 10.900000 76 78 0.000000 0.000000 5.760044e-01 0.050990 0.050990 5.909867e-01 1.299446e-02 1.204432e-02 0.000000e+00 2.447253e-02 0.000000e+00
qf a 0.650000 0.800000 110 120 10.900000 11.000000 78 80 0.000000 0.000000 5.867846e-01 0.050990 0.050990 6.442424e-01 1.513279e-02 1.251642e-02 5.396480e-01 5.241087e-01 3.003900e-01
qf a 0.200000 0.300000 146 155 9.300000 9.400000 46 48 0.000000 0.000000 1.586378e-01 0.056930 0.050990 1.942800e-01 2.089493e-02 7.777078e-03 8.190174e-02 3.467247e-01 6.086694e-02
qf a 0.200000 0.300000 146 155 9.400000 9.500000 48 50 0.000000 0.000000 1.841129e-01 0.050990 0.050990 2.039350e-01 1.788467e-02 7.366777e-03 0.000000e+00 1.205888e-01 0.000000e+00
qf a 0.200000 0.300000 146 155 9.500000 9.600000 50 52 0.000000 0.000000 2.020195e-01 0.050990 0.050990 2.160015e-01 1.590283e-02 7.106371e-03 0.000000e+00 3.758064e-02 0.000000e+00
qf a 0.200000 0.300000 146 155 9.600000 9.700000 52 54 0.000000 0.000000 2.140789e-01 0.050990 0.050990 2.311104e-01 1.401037e-02 8.263758e-03 0.000000e+00 4.689330e-02 0.000000e+00
qf a 0.200000 0.300000 146 155 9.700000 9.800000 54 56 0.000000 0.000000 2.310342e-01 0.050990 0.050990 2.485984e-01 1.246134e-02 8.163676e-03 0.000000e+00 3.865758e-02 0.000000e+00
qf a 0.200000 0.300000 146 155 9.800000 9.900000 56 58 0.000000 0.000000 2.499192e-01 0.050990 0.050990 2.681055e-01 1.102227e-02 7.633220e-03 0.000000e+00 3.261495e-02 0.000000e+00
qf a 0.200000 0.300000 146 155 9.900000 10.000000 58 60 0.000000 0.000000 3.187935e-01 0.050990 0.050990 2.894947e-01 1.051038e-02 7.855592e-03 3.325725e-02 7.992556e-02 3.325725e-02
qf a 0.200000 0.300000 146 155 10.000000 10.100000 60 62 0.000000 0.000000 3.846652e-01 0.050990 0.050990 3.155451e-01 9.457215e-03 8.049383e-03 9.279923e-01 3.290634e-01 3.229381e-01
qf a 0.200000 0.300000 146 155 10.100000 10.200000 62 64 0.000000 0.000000 4.287211e-01 0.053996 0.054171 3.473915e-01 8.298363e-03 8.557098e-03 1.281754e+00 3.826297e-01 3.233304e-01
qf a 0.200000 0.300000 146 155 10.200000 10.300000 64 66 0.000000 0.000000 4.765764e-01 0.058588 0.050990 3.820801e-01 8.392962e-03 9.337820e-03 2.134501e+00 5.686390e-01 4.538645e-01
qf a 0.200000 0.300000 146 155 10.300000 10.400000 66 68 0.000000 0.000000 5.325860e-01 0.065923 0.056596 4.182903e-01 9.195789e-03 9.378021e-03 2.775942e+00 5.796100e-01 5.150239e-01
qf a 0.200000 0.300000 146 155 10.400000 10.500000 68 70 0.000000 0.000000 4.268853e-01 0.064711 0.057259 4.562884e-01 1.062452e-02 7.850614e-03 2.350562e-02 8.090500e-02 2.285475e-02
qf a 0.200000 0.300000 146 155 10.500000 10.600000 70 72 0.000000 0.000000 4.945141e-01 0.072767 0.071856 4.980130e-01 1.360529e-02 6.650235e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.600000 10.700000 72 74 0.000000 0.000000 5.504843e-01 0.067910 0.081743 5.432523e-01 1.530949e-02 5.696040e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.200000 0.300000 146 155 10.700000 10.800000 74 76 0.000000 0.000000 5.540214e-01 0.081737 0.086979 5.905624e-01 1.874970e-02 4.644882e-03 3.899663e-02 1.410087e-01 1.889554e-02
qf a 0.200000 0.300000 146 155 10.800000 10.900000 76 78 0.000000 0.000000 6.765109e-01 0.060296 0.056816 6.382168e-01 2.367386e-02 3.645888e-03 9.962344e-02 4.420237e-02 9.962344e-02
qf a 0.200000 0.300000 146 155 10.900000 11.000000 78 80 0.000000 0.000000 7.341109e-01 0.087450 0.096729 6.868013e-01 2.672794e-02 4.834847e-03 8.580406e-02 3.245178e-02 8.576398e-02
smf a 0.400000 0.500000 132 139 9.600000 9.700000 52 54 0.000000 0.000000 -2.201997e+00 0.152729 0.150253 -2.167437e+00 1.436711e-02 8.831366e-03 9.225093e-03 2.712976e-02 7.795423e-03
smf a 0.400000 0.500000 132 139 9.700000 9.800000 54 56 0.000000 0.000000 -2.186619e+00 0.072719 0.077307 -2.194167e+00 1.279610e-02 9.178169e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 9.800000 9.900000 56 58 0.000000 0.000000 -2.226315e+00 0.062402 0.062116 -2.216345e+00 1.211879e-02 8.651057e-03 0.000000e+00 1.126124e-03 0.000000e+00
smf a 0.400000 0.500000 132 139 9.900000 10.000000 58 60 0.000000 0.000000 -2.205583e+00 0.060593 0.057398 -2.235628e+00 1.095966e-02 8.128815e-03 2.930406e-02 6.734129e-02 2.930406e-02
smf a 0.400000 0.500000 132 139 10.000000 10.100000 60 62 0.000000 0.000000 -2.261254e+00 0.078285 0.077110 -2.254122e+00 1.155409e-02 6.251361e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.100000 10.200000 62 64 0.000000 0.000000 -2.325753e+00 0.052855 0.052638 -2.271363e+00 1.115207e-02 5.415810e-03 4.239394e-01 3.188885e-01 1.228853e-01
smf a 0.400000 0.500000 132 139 10.200000 10.300000 64 66 0.000000 0.000000 -2.316268e+00 0.037788 0.035410 -2.288399e+00 1.075031e-02 6.428549e-03 4.568969e-02 2.053102e-01 4.414032e-02
smf a 0.400000 0.500000 132 139 10.300000 10.400000 66 68 0.000000 0.000000 -2.322333e+00 0.053840 0.058805 -2.308798e+00 1.079927e-02 6.283805e-03 0.000000e+00 5.986796e-03 0.000000e+00
smf a 0.400000 0.500000 132 139 10.400000 10.500000 68 70 0.000000 0.000000 -2.367957e+00 0.050065 0.056983 -2.335524e+00 9.927610e-03 5.832140e-03 5.609330e-02 1.298573e-01 4.050619e-02
smf a 0.400000 0.500000 132 139 10.500000 10.600000 70 72 0.000000 0.000000 -2.385912e+00 0.050584 0.048113 -2.371228e+00 1.155725e-02 5.359789e-03 0.000000e+00 1.591521e-02 0.000000e+00
smf a 0.400000 0.500000 132 139 10.600000 10.700000 72 74 0.000000 0.000000 -2.425609e+00 0.051958 0.051191 -2.420625e+00 1.159525e-02 6.030186e-03 0.000000e+00 0.000000e+00 0.000000e+00
smf a 0.400000 0.500000 132 139 10.700000 10.800000 74 76 0.000000 0.000000 -2.542334e+00 0.070869 0.068283 -2.489190e+00 1.259312e-02 6.879586e-03 2.231095e-01 1.989356e-01 8.249727e-02
smf a 0.400000 0.500000 132 139 10.800000 10.900000 76 78 0.000000 0.000000 -2.659881e+00 0.051519 0.050435 -2.582030e+00 1.381606e-02 6.992468e-03 1.260899e+00 6.741839e-01 2.861262e-01
smf a 0.400000 0.500000 132 139 10.900000 11.000000 78 80 0.000000 0.000000 -2.730569e+00 0.072988 0.065585 -2.703009e+00 1.724805e-02 7.665519e-03 1.183380e-02 1.122896e-01 1.183380e-02
ssfr a 5.500000 6.500000 26 30 8.650000 8.900000 33 38 0.000000 0.000000 -8.010758e+00 0.280179 0.280179 -8.339416e+00 3.169347e-02 5.551894e-02 1.213629e+00 4.758613e-01 2.364385e-01
ssfr a 5.500000 6.500000 26 30 8.900000 9.150000 38 43 0.000000 0.000000 -8.116021e+00 0.280179 0.280179 -8.332276e+00 2.351629e-02 4.729898e-02 4.906516e-01 2.650006e-01 1.105399e-01
ssfr a 5.500000 6.500000 26 30 9.150000 9.400000 43 48 0.000000 0.000000 -8.186721e+00 0.280179 0.280179 -8.325344e+00 1.965630e-02 4.118138e-02 1.792525e-01 1.460636e-01 5.448397e-02
ssfr a 5.500000 6.500000 26 30 9.400000 9.650000 48 53 0.000000 0.000000 -8.257970e+00 0.280179 0.280179 -8.316999e+00 1.814875e-02 3.836024e-02 1.940503e-02 5.688997e-02 1.385086e-02
ssfr a 5.500000 6.500000 26 30 9.650000 9.900000 53 58 0.000000 0.000000 -8.428405e+00 0.280179 0.280179 -8.309504e+00 1.799014e-02 4.010864e-02 1.246029e-01 4.945373e-02 8.057114e-02
csfr a 0.831000 0.849000 107 108 10.000000 10.000000 60 60 0.000000 0.000000 -9.302326e-01 0.130384 0.130384 -1.183797e+00 2.362698e-02 1.042730e-02 3.208966e+00 2.929191e-01 6.163893e-01
ssfr a 1.800000 2.500000 56 71 9.750000 10.250000 55 65 0.000000 0.000000 -8.711232e+00 0.280179 0.280179 -8.524113e+00 3.476967e-02 3.449958e-02 3.557814e-01 1.634432e-01 1.317308e-01
ssfr a 1.800000 2.500000 56 71 10.250000 10.750000 65 75 0.000000 0.000000 -8.819863e+00 0.280179 0.280179 -8.609377e+00 3.358537e-02 2.577430e-02 4.622258e-01 1.773634e-01 1.166235e-01
ssfr a 1.800000 2.500000 56 71 10.750000 11.250000 75 85 0.000000 0.000000 -9.001619e+00 0.280179 0.280179 -8.848735e+00 3.252511e-02 2.766136e-02 2.249439e-01 1.235924e-01 8.390243e-02
ssfr a 6.000000 8.700000 17 28 8.300000 9.900000 26 58 0.000000 0.000000 -8.118000e+00 0.280179 0.280179 -8.231300e+00 3.364734e-02 5.037623e-02 1.108901e-01 1.520759e-01 6.555978e-02
