#Model: 0.219183863331 0.601031497123 -0.767542290670 5.212951406400 2.139010599314 -0.141230884070 -0.215809966418 1.561356903983 -6.135311066029 -5.183160581110 -0.788942095130 8.600539650829 -1.813106464693 0.767409693706 1.772226662045 0.065893676221 -1.914458488523 4.132796292330 -0.920527434035 -0.302161452647 4.960668766481 0.985736962842 2.526451295266 -2.047222742839 4.516695663532 0.033624851517 1.000000000000 2.232131446368 0.138994601898 0.107465061797 0.270386705507 -0.203837747032 0.054232302902 -1.085741666407 0.721040181129 0.454059502051 0.070000000000 0.069734024178 0.005316160864 -0.029266369672 0.311235807926 9.505203556705 -0.006990274105 0.368459641153 0.629028303723 0.421511593441 0 369.052935209963
#Type Subtype Z1 Z2 step1 step2 SM1 SM2 smb1 smb2 R1 R2 Val Err_h Err_l Model_Val MV+ MV- Chi2 Chi2+ Chi2-
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 6 1.584890 2.511890 1.443220e+00 0.058895 0.058895 1.457100e+00 1.748629e-02 7.409761e-03 0.000000e+00 0.000000e+00 0.000000e+00
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 7 2.511890 3.981070 1.306170e+00 0.068148 0.068148 1.310024e+00 1.409278e-02 5.108050e-03 0.000000e+00 0.000000e+00 0.000000e+00
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 8 3.981070 6.309570 1.173620e+00 0.073761 0.073761 1.139323e+00 1.573571e-02 5.328109e-03 0.000000e+00 0.000000e+00 0.000000e+00
correlation s 0.045000 0.069101 168 171 10.300000 10.500000 1 9 6.309570 10.000000 9.875800e-01 0.086401 0.086401 9.646712e-01 1.596376e-02 5.775190e-03 8.985738e-02 2.130779e-01 4.963987e-02
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 0 0.100000 0.158490 2.870750e+00 0.048209 0.048209 2.771747e+00 2.901726e-02 2.058036e-02 0.000000e+00 1.245416e-03 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 1 0.158490 0.251190 2.799680e+00 0.036247 0.036247 2.679996e+00 1.221864e-02 3.401805e-02 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 2 0.251190 0.398110 2.620390e+00 0.037170 0.037170 2.563488e+00 6.926945e-03 4.046803e-02 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 3 0.398110 0.630960 2.415020e+00 0.042046 0.042046 2.410837e+00 8.065087e-04 4.849637e-02 2.863405e-02 3.307732e-03 2.043886e-02
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 4 0.630960 1.000000 2.189890e+00 0.048023 0.048023 2.213601e+00 -6.271384e-03 5.075840e-02 5.114935e-05 5.925416e-03 -2.572885e-04
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 5 1.000000 1.584890 1.943560e+00 0.063275 0.063275 1.972179e+00 -2.319954e-03 3.479921e-02 0.000000e+00 8.878911e-03 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 6 1.584890 2.511890 1.730500e+00 0.062762 0.062762 1.733318e+00 1.531576e-03 1.890240e-02 1.272534e-03 1.185088e-01 1.270274e-03
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 7 2.511890 3.981070 1.511020e+00 0.060482 0.060482 1.533067e+00 -1.212561e-03 1.521884e-02 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 8 3.981070 6.309570 1.316440e+00 0.076298 0.076298 1.348071e+00 2.171604e-03 1.140093e-02 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.045000 0.069101 168 171 10.300000 10.500000 1 9 6.309570 10.000000 1.176120e+00 0.090673 0.090673 1.182040e+00 2.894643e-03 1.216320e-02 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 1 0.158490 0.251190 2.638580e+00 0.029224 0.029224 2.686015e+00 1.762335e-02 1.517883e-02 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 2 0.251190 0.398110 2.455710e+00 0.029018 0.029018 2.500928e+00 1.185064e-02 1.837159e-02 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 3 0.398110 0.630960 2.233780e+00 0.030695 0.030695 2.297521e+00 8.572115e-03 1.960356e-02 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 4 0.630960 1.000000 2.009090e+00 0.039739 0.039739 2.082201e+00 6.630162e-03 1.656028e-02 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 5 1.000000 1.584890 1.803680e+00 0.045044 0.045044 1.855235e+00 6.709325e-03 9.487450e-03 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 6 1.584890 2.511890 1.622970e+00 0.047573 0.047573 1.665708e+00 8.598318e-03 4.848493e-03 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 7 2.511890 3.981070 1.460880e+00 0.054535 0.054535 1.497464e+00 7.159819e-03 2.714653e-03 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 8 3.981070 6.309570 1.312120e+00 0.061607 0.061607 1.323335e+00 7.883478e-03 1.641428e-03 0.000000e+00 0.000000e+00 0.000000e+00
cross_correlation a 0.045000 0.069101 168 171 11.000000 13.000000 0 9 6.309570 10.000000 1.126550e+00 0.080603 0.080603 1.149884e+00 6.948123e-03 2.819366e-03 0.000000e+00 0.000000e+00 0.000000e+00
csfr a 1.500000 2.600000 55 79 10.000000 10.000000 60 60 0.000000 0.000000 -9.022326e-01 0.190263 0.190263 -9.388467e-01 2.155672e-02 3.409552e-02 7.625074e-03 6.340983e-02 7.625074e-03
csfr a 0.829000 0.851000 107 108 10.000000 10.000000 60 60 0.000000 0.000000 -9.852326e-01 0.130384 0.130384 -1.183797e+00 2.362698e-02 1.042730e-02 1.875607e+00 2.254483e-01 4.635088e-01
ssfr a 1.000000 1.250000 88 99 8.500000 8.750000 30 35 0.000000 0.000000 -8.775000e+00 0.280179 0.280179 -8.960704e+00 1.439402e-02 4.465665e-02 3.497795e-01 2.139332e-01 5.812859e-02
ssfr a 1.000000 1.250000 88 99 8.750000 9.000000 35 40 0.000000 0.000000 -8.835000e+00 0.280179 0.280179 -8.923882e+00 1.308378e-02 3.525226e-02 6.044323e-02 7.769740e-02 2.078091e-02
ssfr a 1.000000 1.250000 88 99 9.000000 9.250000 40 45 0.000000 0.000000 -8.715000e+00 0.280179 0.280179 -8.878526e+00 8.145450e-03 4.059268e-02 2.624153e-01 1.694261e-01 2.894029e-02
ssfr a 1.000000 1.250000 88 99 9.250000 9.500000 45 50 0.000000 0.000000 -8.755000e+00 0.280179 0.280179 -8.835560e+00 2.986201e-03 4.854443e-02 4.671958e-02 1.049203e-01 4.493885e-03
ssfr a 1.000000 1.250000 88 99 9.500000 9.750000 50 55 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.814501e+00 5.300071e-03 4.114028e-02 1.404108e-03 2.572262e-03 1.404108e-03
ssfr a 1.000000 1.250000 88 99 9.750000 10.000000 55 60 0.000000 0.000000 -8.925000e+00 0.280179 0.280179 -8.834127e+00 1.599157e-02 3.411866e-02 6.398660e-02 3.213330e-02 4.677814e-02
ssfr a 1.000000 1.250000 88 99 10.000000 10.250000 60 65 0.000000 0.000000 -9.015000e+00 0.280179 0.280179 -8.908508e+00 2.118987e-02 2.836155e-02 9.529821e-02 5.241438e-02 5.225136e-02
ssfr a 1.000000 1.250000 88 99 10.250000 10.500000 65 70 0.000000 0.000000 -9.205000e+00 0.280179 0.280179 -9.042633e+00 2.198832e-02 2.779754e-02 2.581967e-01 8.591492e-02 9.098364e-02
ssfr a 1.000000 1.250000 88 99 10.500000 10.750000 70 75 0.000000 0.000000 -9.305000e+00 0.280179 0.280179 -9.230980e+00 3.059829e-02 2.846953e-02 3.717464e-02 5.403978e-02 2.874380e-02
ssfr a 1.000000 1.250000 88 99 10.750000 11.000000 75 80 0.000000 0.000000 -9.525000e+00 0.280179 0.280179 -9.458550e+00 4.133237e-02 2.481726e-02 2.748552e-02 7.067709e-02 2.134985e-02
ssfr a 1.000000 1.250000 88 99 11.000000 11.250000 80 85 0.000000 0.000000 -9.575000e+00 0.280179 0.280179 -9.710736e+00 7.912938e-02 2.589892e-02 1.706355e-01 8.491266e-02 1.535646e-01
smf a 0.002000 0.060000 169 176 7.000000 7.200000 0 4 0.000000 0.000000 -1.709380e+00 1.000050 0.166793 -1.117653e+00 2.783922e-02 4.130238e-02 6.783188e-01 2.670721e-02 4.150035e-02
smf a 0.002000 0.060000 169 176 7.200000 7.400000 4 8 0.000000 0.000000 -1.327755e+00 1.000050 0.098428 -1.161616e+00 2.505296e-02 4.456779e-02 2.386207e-01 4.806227e-02 8.899618e-02
smf a 0.002000 0.060000 169 176 7.400000 7.600000 8 12 0.000000 0.000000 -1.462546e+00 1.000050 0.145922 -1.214054e+00 1.829255e-02 5.365564e-02 2.890656e-01 2.749923e-02 8.283285e-02
smf a 0.002000 0.060000 169 176 7.600000 7.800000 12 16 0.000000 0.000000 -1.420653e+00 1.000050 0.120391 -1.282281e+00 1.355059e-02 5.833668e-02 1.478552e-01 2.372488e-02 9.536633e-02
smf a 0.002000 0.060000 169 176 7.800000 8.000000 16 20 0.000000 0.000000 -1.526070e+00 1.000050 0.073237 -1.363419e+00 9.810937e-03 5.930539e-02 3.018094e-01 2.150051e-02 1.419420e-01
smf a 0.002000 0.060000 169 176 8.000000 8.200000 20 24 0.000000 0.000000 -1.510446e+00 0.042177 0.046338 -1.453157e+00 6.652399e-03 5.331360e-02 7.732242e-01 3.122263e-01 7.732242e-01
smf a 0.002000 0.060000 169 176 8.200000 8.400000 24 28 0.000000 0.000000 -1.591165e+00 0.053128 0.060151 -1.538592e+00 4.548765e-03 3.773836e-02 3.584977e-01 1.119838e-01 3.584977e-01
smf a 0.002000 0.060000 169 176 8.400000 8.600000 28 32 0.000000 0.000000 -1.678931e+00 0.028164 0.029759 -1.616982e+00 1.133600e-02 2.595731e-02 2.218491e+00 1.361018e+00 1.903620e+00
smf a 0.002000 0.060000 169 176 8.600000 8.800000 32 36 0.000000 0.000000 -1.706960e+00 0.059442 0.068486 -1.700895e+00 1.103469e-02 2.458510e-02 0.000000e+00 4.282249e-03 0.000000e+00
smf a 0.002000 0.060000 169 176 8.800000 9.000000 36 40 0.000000 0.000000 -1.806897e+00 0.049798 0.055868 -1.793881e+00 8.146221e-03 2.128698e-02 0.000000e+00 2.175859e-03 0.000000e+00
qf_uvj a 3.000000 4.000000 40 49 11.450000 11.650000 89 93 0.000000 0.000000 9.500000e-02 0.117427 0.095525 3.418479e-02 1.740175e-02 1.339139e-02 1.628164e-01 1.323496e-01 1.110853e-01
qf_uvj a 3.000000 4.000000 40 49 11.250000 11.450000 85 89 0.000000 0.000000 2.350000e-01 0.174287 0.182275 3.051038e-02 1.340286e-02 1.184480e-02 1.024453e+00 1.357689e-01 1.410150e-01
qf_uvj a 3.000000 4.000000 40 49 11.100000 11.300000 82 86 0.000000 0.000000 1.490000e-01 0.181276 0.107466 2.669797e-02 9.556220e-03 9.812891e-03 8.843404e-01 2.040444e-01 1.890743e-01
qf_uvj a 3.000000 4.000000 40 49 10.900000 11.100000 78 82 0.000000 0.000000 1.340000e-01 0.117427 0.076655 2.066895e-02 6.503052e-03 8.044008e-03 1.482417e+00 2.665448e-01 1.993845e-01
uvlf a 5.500000 6.500000 26 30 -22.250000 -21.750000 35 45 0.000000 0.000000 -5.042000e+00 0.316158 0.337148 -4.986233e+00 9.225426e-02 1.080283e-01 1.209942e-02 1.928949e-01 1.179295e-02
uvlf a 5.500000 6.500000 26 30 -21.750000 -21.250000 45 55 0.000000 0.000000 -4.471000e+00 0.261192 0.265189 -4.446246e+00 5.921008e-02 6.084206e-02 3.264426e-04 8.547822e-02 3.264426e-04
uvlf a 5.500000 6.500000 26 30 -21.250000 -20.750000 55 65 0.000000 0.000000 -4.153000e+00 0.247202 0.249201 -4.023231e+00 3.343640e-02 5.625611e-02 1.962953e-01 1.381629e-01 1.497290e-01
uvlf a 5.500000 6.500000 26 30 -20.750000 -20.250000 65 75 0.000000 0.000000 -3.719000e+00 0.239209 0.240208 -3.672111e+00 3.546108e-02 5.367056e-02 1.258866e-02 5.832325e-02 1.258866e-02
uvlf a 5.500000 6.500000 26 30 -20.250000 -19.750000 75 85 0.000000 0.000000 -3.401000e+00 0.237211 0.237211 -3.377881e+00 3.938819e-02 4.892099e-02 1.728749e-04 4.647293e-02 1.728749e-04
uvlf a 5.500000 6.500000 26 30 -19.750000 -19.250000 85 95 0.000000 0.000000 -3.232000e+00 0.236212 0.236212 -3.128058e+00 5.293042e-02 5.081522e-02 1.262871e-01 2.094744e-01 1.041440e-01
uvlf a 5.500000 6.500000 26 30 -19.250000 -18.750000 95 105 0.000000 0.000000 -3.077000e+00 0.238210 0.237211 -2.905960e+00 6.651380e-02 5.381412e-02 4.026540e-01 4.317407e-01 2.356509e-01
uvlf a 5.500000 6.500000 26 30 -18.750000 -18.250000 105 115 0.000000 0.000000 -2.611000e+00 0.241207 0.243206 -2.702442e+00 8.655221e-02 5.922570e-02 8.679475e-02 2.029719e-01 8.598217e-02
uvlf a 5.500000 6.500000 26 30 -18.250000 -17.750000 115 125 0.000000 0.000000 -2.435000e+00 0.256195 0.259193 -2.506390e+00 9.488500e-02 6.747322e-02 3.967936e-02 1.878329e-01 3.967936e-02
uvlf a 5.500000 6.500000 26 30 -17.750000 -17.250000 125 135 0.000000 0.000000 -2.228000e+00 0.252198 0.254197 -2.315273e+00 1.097297e-01 6.939801e-02 7.044773e-02 2.344894e-01 7.044773e-02
ssfr a 3.500000 5.000000 33 44 10.750000 11.250000 75 85 0.000000 0.000000 -8.552997e+00 0.280179 0.280179 -8.632522e+00 6.095193e-02 3.165459e-04 4.513592e-02 4.813337e-04 4.513236e-02
ssfr a 0.300000 0.700000 116 146 9.250000 9.750000 45 55 0.000000 0.000000 -9.339544e+00 0.280179 0.280179 -9.267452e+00 2.563662e-02 2.221704e-02 3.456871e-02 4.239739e-02 2.319862e-02
ssfr a 0.300000 0.700000 116 146 9.750000 10.250000 55 65 0.000000 0.000000 -9.482066e+00 0.280179 0.280179 -9.416337e+00 3.077074e-02 1.273988e-02 2.663855e-02 4.791158e-02 1.277523e-02
ssfr a 0.300000 0.700000 116 146 10.250000 10.750000 65 75 0.000000 0.000000 -9.728808e+00 0.280179 0.280179 -9.727702e+00 4.177732e-02 1.335826e-02 0.000000e+00 7.754393e-03 0.000000e+00
ssfr a 0.300000 0.700000 116 146 10.750000 11.250000 75 85 0.000000 0.000000 -1.033153e+01 0.280179 0.280179 -1.014221e+01 7.448272e-02 3.606181e-02 3.652367e-01 3.919911e-01 1.390051e-01
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 0 0.100000 0.158490 2.351000e+00 0.046498 0.046498 2.224331e+00 1.963710e-02 2.291114e-02 8.979928e-01 3.149047e-01 3.388053e-01
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 0 0.100000 0.158490 2.810790e+00 0.031737 0.031737 2.778559e+00 4.569324e-02 3.585743e-03 1.836505e+00 7.839308e-01 8.402356e-01
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 1 0.158490 0.251190 1.948220e+00 0.044372 0.044372 2.064718e+00 1.991849e-02 2.882334e-02 2.027752e-01 4.500269e-01 2.027752e-01
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 1 0.158490 0.251190 2.696630e+00 0.052590 0.052590 2.617765e+00 3.052287e-02 1.203102e-02 1.978234e+00 6.383811e-01 1.215942e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 2 0.251190 0.398110 1.952280e+00 0.042503 0.042503 1.923074e+00 1.477257e-02 3.051080e-02 3.372157e+00 1.919640e+00 1.703205e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 2 0.251190 0.398110 2.507410e+00 0.042902 0.042902 2.443807e+00 2.033706e-02 1.828496e-02 3.108688e-01 4.294984e-02 3.101318e-01
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 3 0.398110 0.630960 1.806020e+00 0.064263 0.064263 1.801979e+00 1.256133e-02 2.897945e-02 1.818823e+00 3.201033e+00 6.480117e-02
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 3 0.398110 0.630960 2.412960e+00 0.062278 0.062278 2.253800e+00 1.422447e-02 2.182565e-02 7.039379e+00 5.494004e-01 2.643067e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 4 0.630960 1.000000 1.581060e+00 0.049187 0.049187 1.664888e+00 1.008613e-02 2.277571e-02 0.000000e+00 4.067981e-03 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 4 0.630960 1.000000 2.146440e+00 0.052197 0.052197 2.040461e+00 1.052865e-02 1.883160e-02 1.663195e+00 3.014343e-01 2.462645e-02
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 5 1.000000 1.584890 1.474090e+00 0.029939 0.029939 1.525958e+00 1.095963e-02 1.622723e-02 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 5 1.000000 1.584890 1.893800e+00 0.054594 0.054594 1.828787e+00 1.052705e-02 1.226719e-02 9.919743e-01 3.338198e-03 1.900815e-01
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 6 1.584890 2.511890 1.429960e+00 0.021285 0.021285 1.392058e+00 1.087537e-02 1.229935e-02 5.392263e-02 9.540832e-02 3.447872e-02
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 6 1.584890 2.511890 1.685840e+00 0.022316 0.022316 1.645138e+00 1.024032e-02 5.779979e-03 7.153751e-01 1.964503e-01 2.363387e-02
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 7 2.511890 3.981070 1.311980e+00 0.032060 0.032060 1.256920e+00 1.056175e-02 1.158770e-02 4.480122e-01 5.173828e-02 2.431739e-02
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 7 2.511890 3.981070 1.569540e+00 0.024284 0.024284 1.479295e+00 1.277998e-02 2.463769e-03 7.758622e-01 1.353585e-01 8.244608e-02
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 8 3.981070 6.309570 1.127970e+00 0.037643 0.037643 1.110921e+00 9.447423e-03 9.979891e-03 0.000000e+00 2.493165e-05 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 8 3.981070 6.309570 1.432740e+00 0.023921 0.023921 1.314109e+00 1.436048e-02 9.996531e-04 0.000000e+00 0.000000e+00 0.000000e+00
correlation s 0.200000 0.700000 116 155 10.500000 11.000000 2 9 6.309570 10.000000 9.314700e-01 0.068840 0.068840 9.425315e-01 9.757406e-03 8.795673e-03 0.000000e+00 0.000000e+00 0.000000e+00
correlation q 0.200000 0.700000 116 155 10.500000 11.000000 2 9 6.309570 10.000000 1.234480e+00 0.046469 0.046469 1.140207e+00 1.480244e-02 1.317446e-03 0.000000e+00 0.000000e+00 0.000000e+00
ssfr a 1.500000 2.000000 66 79 8.750000 9.000000 35 40 0.000000 0.000000 -8.765000e+00 0.280179 0.280179 -8.726092e+00 2.281944e-02 5.082083e-02 4.554405e-03 1.816965e-02 4.554405e-03
ssfr a 1.500000 2.000000 66 79 9.000000 9.250000 40 45 0.000000 0.000000 -8.575000e+00 0.280179 0.280179 -8.688594e+00 2.612107e-02 4.083831e-02 1.115901e-01 1.186268e-01 5.359537e-02
ssfr a 1.500000 2.000000 66 79 9.250000 9.500000 45 50 0.000000 0.000000 -8.615000e+00 0.280179 0.280179 -8.644393e+00 2.361465e-02 4.254067e-02 1.123849e-03 3.323374e-02 1.123849e-03
ssfr a 1.500000 2.000000 66 79 9.500000 9.750000 50 55 0.000000 0.000000 -8.585000e+00 0.280179 0.280179 -8.600843e+00 1.852621e-02 4.559648e-02 0.000000e+00 2.333214e-02 0.000000e+00
ssfr a 1.500000 2.000000 66 79 9.750000 10.000000 55 60 0.000000 0.000000 -8.705000e+00 0.280179 0.280179 -8.575771e+00 2.279238e-02 4.290899e-02 1.519862e-01 7.004662e-02 9.595680e-02
ssfr a 1.500000 2.000000 66 79 10.000000 10.250000 60 65 0.000000 0.000000 -8.745000e+00 0.280179 0.280179 -8.592713e+00 2.036929e-02 3.650534e-02 2.229275e-01 7.393739e-02 1.060600e-01
ssfr a 1.500000 2.000000 66 79 10.250000 10.500000 65 70 0.000000 0.000000 -8.895000e+00 0.280179 0.280179 -8.667565e+00 2.153222e-02 3.074180e-02 5.481455e-01 1.197035e-01 1.504307e-01
ssfr a 1.500000 2.000000 66 79 10.500000 10.750000 70 75 0.000000 0.000000 -9.055000e+00 0.280179 0.280179 -8.798517e+00 1.651524e-02 3.447878e-02 7.124106e-01 1.029796e-01 1.925925e-01
ssfr a 1.500000 2.000000 66 79 10.750000 11.000000 75 80 0.000000 0.000000 -9.205000e+00 0.280179 0.280179 -8.965969e+00 2.053535e-02 3.425852e-02 6.111422e-01 1.199677e-01 1.762258e-01
ssfr a 1.500000 2.000000 66 79 11.000000 11.250000 80 85 0.000000 0.000000 -9.425000e+00 0.280179 0.280179 -9.145813e+00 2.806670e-02 3.663261e-02 8.557701e-01 1.953732e-01 2.248083e-01
qf a 0.300000 0.400000 139 146 9.500000 9.600000 50 52 0.000000 0.000000 1.728411e-01 0.050990 0.050990 1.998290e-01 1.001491e-02 9.474043e-03 1.878110e-02 9.240967e-02 1.878110e-02
qf a 0.300000 0.400000 139 146 9.600000 9.700000 52 54 0.000000 0.000000 2.011100e-01 0.073259 0.050990 2.141548e-01 9.593162e-03 9.449447e-03 0.000000e+00 1.894833e-03 0.000000e+00
qf a 0.300000 0.400000 139 146 9.700000 9.800000 54 56 0.000000 0.000000 2.282440e-01 0.075268 0.050990 2.313294e-01 9.450954e-03 9.375890e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 9.800000 9.900000 56 58 0.000000 0.000000 2.645380e-01 0.050990 0.050990 2.510717e-01 8.774069e-03 9.454070e-03 0.000000e+00 3.280159e-03 0.000000e+00
qf a 0.300000 0.400000 139 146 9.900000 10.000000 58 60 0.000000 0.000000 3.038739e-01 0.050990 0.050990 2.732153e-01 7.824973e-03 1.001907e-02 4.369467e-02 1.207541e-01 4.060639e-02
qf a 0.300000 0.400000 139 146 10.000000 10.100000 60 62 0.000000 0.000000 3.349397e-01 0.050990 0.050990 2.997177e-01 7.211990e-03 1.070245e-02 8.911826e-02 1.693717e-01 6.444160e-02
qf a 0.300000 0.400000 139 146 10.100000 10.200000 62 64 0.000000 0.000000 3.573061e-01 0.050990 0.050990 3.307354e-01 5.246784e-03 1.142827e-02 1.660551e-02 1.079959e-01 1.593135e-02
qf a 0.300000 0.400000 139 146 10.200000 10.300000 64 66 0.000000 0.000000 3.860775e-01 0.050990 0.050990 3.641851e-01 5.346907e-03 1.252860e-02 1.377248e-03 7.860844e-02 1.377248e-03
qf a 0.300000 0.400000 139 146 10.300000 10.400000 66 68 0.000000 0.000000 4.256943e-01 0.050990 0.050990 4.011861e-01 6.536886e-03 1.263908e-02 7.816810e-03 1.052711e-01 7.816810e-03
qf a 0.300000 0.400000 139 146 10.400000 10.500000 68 70 0.000000 0.000000 4.719173e-01 0.050990 0.050990 4.425065e-01 7.924529e-03 1.254443e-02 3.406292e-02 1.513344e-01 3.321328e-02
qf a 0.300000 0.400000 139 146 10.500000 10.600000 70 72 0.000000 0.000000 5.145566e-01 0.053780 0.055747 4.868179e-01 1.007461e-02 1.137961e-02 1.988067e-02 1.005576e-01 1.988067e-02
qf a 0.300000 0.400000 139 146 10.600000 10.700000 72 74 0.000000 0.000000 5.462091e-01 0.050990 0.054245 5.333146e-01 1.126360e-02 9.597931e-03 0.000000e+00 2.241654e-03 0.000000e+00
qf a 0.300000 0.400000 139 146 10.700000 10.800000 74 76 0.000000 0.000000 5.847296e-01 0.059286 0.059777 5.820227e-01 1.286506e-02 9.116000e-03 0.000000e+00 0.000000e+00 0.000000e+00
qf a 0.300000 0.400000 139 146 10.800000 10.900000 76 78 0.000000 0.000000 5.347649e-01 0.079514 0.075327 6.306418e-01 1.523496e-02 8.464727e-03 9.128625e-01 4.001267e-01 1.881434e-01
qf a 0.300000 0.400000 139 146 10.900000 11.000000 78 80 0.000000 0.000000 6.091570e-01 0.072800 0.072621 6.803987e-01 1.741272e-02 7.712858e-03 4.957974e-01 3.936866e-01 1.379278e-01
csfr_(uv) a 3.700000 4.500000 36 42 10.000000 10.000000 60 60 0.000000 0.000000 -1.435233e+00 0.270185 0.270185 -1.596143e+00 1.013817e-02 4.554292e-02 2.719980e-01 2.042347e-01 3.773112e-02
csfr_(uv) a 4.400000 5.500000 30 37 10.000000 10.000000 60 60 0.000000 0.000000 -1.716233e+00 0.270185 0.270185 -1.807113e+00 1.599711e-02 5.284055e-02 6.882197e-02 1.408606e-01 2.755958e-02
ssfr a 2.500000 3.000000 49 56 9.000000 9.250000 40 45 0.000000 0.000000 -8.555000e+00 0.280179 0.280179 -8.592693e+00 1.963566e-02 5.032432e-02 3.987841e-03 5.494679e-02 3.780028e-03
ssfr a 2.500000 3.000000 49 56 9.250000 9.500000 45 50 0.000000 0.000000 -8.685000e+00 0.280179 0.280179 -8.563994e+00 2.492491e-02 3.835327e-02 1.299651e-01 7.205599e-02 7.996008e-02
ssfr a 2.500000 3.000000 49 56 9.500000 9.750000 50 55 0.000000 0.000000 -8.405000e+00 0.280179 0.280179 -8.537613e+00 3.451672e-02 2.772646e-02 1.615498e-01 8.934354e-02 8.385541e-02
ssfr a 2.500000 3.000000 49 56 9.750000 10.000000 55 60 0.000000 0.000000 -8.425000e+00 0.280179 0.280179 -8.516703e+00 4.166938e-02 2.049623e-02 6.549445e-02 4.279460e-02 5.400381e-02
ssfr a 2.500000 3.000000 49 56 10.000000 10.250000 60 65 0.000000 0.000000 -8.365000e+00 0.280179 0.280179 -8.510526e+00 4.447404e-02 1.521823e-02 2.007245e-01 5.162004e-02 1.170368e-01
ssfr a 2.500000 3.000000 49 56 10.250000 10.500000 65 70 0.000000 0.000000 -8.645000e+00 0.280179 0.280179 -8.534166e+00 5.019799e-02 1.007924e-02 1.051056e-01 1.482700e-01 2.203161e-02
ssfr a 2.500000 3.000000 49 56 10.500000 10.750000 70 75 0.000000 0.000000 -8.715000e+00 0.280179 0.280179 -8.599313e+00 5.434675e-02 5.463690e-03 1.166377e-01 1.701166e-01 1.293961e-02
ssfr a 2.500000 3.000000 49 56 10.750000 11.000000 75 80 0.000000 0.000000 -8.845000e+00 0.280179 0.280179 -8.697611e+00 5.689060e-02 1.302061e-03 2.067265e-01 2.258732e-01 4.204355e-03
ssfr a 2.500000 3.000000 49 56 11.000000 11.250000 80 85 0.000000 0.000000 -8.755000e+00 0.280179 0.280179 -8.809199e+00 5.767343e-02 2.546216e-03 1.489936e-02 3.351524e-03 1.489936e-02
ssfr a 0.500000 1.000000 99 132 8.000000 8.500000 20 30 0.000000 0.000000 -8.654451e+00 0.280179 0.280179 -9.148657e+00 1.847980e-02 5.017961e-02 2.864605e+00 6.383307e-01 2.189168e-01
